from_id,to_id,isInfluential,intents,contexts
fd1cf28a2b8caf2fe29af5e7fa9191cecfedf84d,1d803f07e4591bd67c358eef715bcd443e821894,True,"background,methodology","Z [23], as well as a larger version of BC-Z, which we refer to as BC-Z XL.,Although recent years have seen several large multi-task robot policies proposed in the literature [51, 23], such models often have limited breadth of real-world tasks, as with Gato [51], or focus on training tasks rather than generalization to new tasks, as with recent instruction following methods [56, 57], or attain comparatively lower performance on new tasks [23].,Original SayCan [1]∗ 73 47 SayCan w/ Gato [51] 87 33 87 0 SayCan w/ BC-Z [23] 87 53 87 13 SayCan w/ RT-1 (ours) 87 67 87 67,Gato [51] 65 52 43 35 BC-Z [23] 72 19 47 41 BC-Z XL 56 43 23 35 RT-1 (ours) 97 76 83 59,Throughout this section we will compare to two baseline state of the art architectures, Gato [51] and BC-Z [23].,As in RT-1, several works use language commands processed with Transformers as a robust framework for specifying and generalizing to new tasks [72, 44, 58, 23, 1, 42].,End-to-end robotic learning, with either imitation or reinforcement, typically involves collecting task-specific data in either single-task [28, 71] or multi-task [30, 23] settings that are narrowly tailored to the tasks that the robot should perform.,Gato [51] 30 63 25 0 BC-Z [23] 45 38 50 50 BC-Z XL 55 63 75 38 RT-1 (ours) 70 88 75 50"
cb5e3f085caefd1f3d5e08637ab55d39e61234fc,1d803f07e4591bd67c358eef715bcd443e821894,True,"background,methodology","In our implementation, we train the individual skills either with image-based behavioral cloning, following the BC-Z method [13], or reinforcement learning, following MTOpt [14].,In BC NL we feed the full instruction i into the policy – this approach is representative of standard RL or BC-based instruction following methods [13, 20, 21, 22].,A large number of prior works have learned language-conditioned behavior via imitation learning [51, 22, 20, 13, 26, 37] or reinforcement learning [52, 53, 49, 54, 55, 56, 21, 41].,While prior works have studied how pre-trained language embeddings can improve generalization to new instructions [38, 22, 21] and to new low-level tasks [13], we extract much more substantial knowledge from LLMs by grounding them within the robot’s affordances.,To learn language-conditioned BC policies at scale in the real world, we build on top of BC-Z [13] and use a similar policy-network architecture (shown in Fig.,Most of these prior works focus on following low-level instructions, such as for pick-and-place tasks and other robotic manipulation primitives [20, 22, 56, 21, 13, 26], though some methods address long-horizon, compound tasks in simulated domains [57, 58, 54].,The BC models use an architecture similar to BC-Z [13] (see Fig."
cb5e3f085caefd1f3d5e08637ab55d39e61234fc,20e6909ce6c5f12b61e5c9022d97134137360273,True,"background,methodology","While prior works have studied how pre-trained language embeddings can improve generalization to new instructions (Hill et al., 2020; Lynch & Sermanet, 2020; Nair et al., 2021) and to new low-level tasks (Jang et al.,, 2021) or reinforcement learning (Misra et al., 2017; Hermann et al., 2017; Luketina et al., 2019; Jiang et al., 2019; Cideron et al., 2019; Goyal et al., 2020; Nair et al., 2021; Akakzia et al., 2020).,, 2022) and many other ways of combining language and interaction (Nair et al., 2021; Lynch & Sermanet, 2020; Hill et al., 2020; Wang et al., 2016) are exciting avenues for future research.,Note that this approach is representative of standard RL or BC-based instruction following methods (Jang et al., 2021; Stepputtis et al., 2020; Nair et al., 2021; Lynch & Sermanet, 2020), which train a policy conditioned on a natural language command.,Most of these prior works focus on following low-level instructions, such as for pick-and-place tasks and other robotic manipulation primitives (Stepputtis et al., 2020; Lynch & Sermanet, 2020; Goyal et al., 2020; Nair et al., 2021; Jang et al., 2021; Shridhar et al., 2022), though some methods address long-horizon, compound tasks in simulated domains (Oh et al."
cb5e3f085caefd1f3d5e08637ab55d39e61234fc,4f68e07c6c3173480053fd52391851d6f80d651b,True,methodology,"Our method, SayCan, extracts and leverages the knowledge within LLMs in physically-grounded tasks.,In this work, we utilize the vast semantic knowledge contained in LLMs to determine useful tasks for solving high-level instructions.,This tests the performance of SayCan’s affordance model and the LLM’s ability to reason within it.,Steps are output in the form “pick up the object and place it in location”, leveraging the ability of LLMs to output code structures.,This can lead LLMs to not only make mistakes that seem unreasonable or humorous to people, but also to interpret instructions in ways that are nonsensical or unsafe for a particular physical situation.,Recent breakthroughs initiated by neural network-based Attention architectures [2] have enabled efficient scaling of so-called Large Language Models (LLMs).,While prior works have studied how pre-trained language embeddings can improve generalization to new instructions [38, 22, 21] and to new low-level tasks [13], we extract much more substantial knowledge from LLMs by grounding them within the robot’s affordances.,Recent progress in training large language models (LLMs) has led to systems that can generate complex text based on prompts, answer questions, or even engage in dialogue on a wide range of topics.,Motivated by this example, we study the problem of how to extract the knowledge in LLMs for enabling an embodied agent, such as a robot, to follow high-level textual instructions.,SayCan leverages an LLM’s semantic knowledge about the world for interpreting instructions and understanding how to execute them.,First, we expect this method to inherit the limitations and biases of LLMs [82, 83], including the dependence on the training data.,Figure 1: LLMs have not interacted with their environment and observed the outcome of their responses, and thus are not grounded in the world.,The use of LLMs and generality of learned low-level policies enables long-horizon, abstract tasks that scale effectively to the real world, as demonstrated in our robot experiments.,Additionally, by evaluating the performance of the system with different LLMs, we show that a robot’s performance can be improved simply by enhancing the underlying language model.,But how can embodied agents extract and harness the knowledge of LLMs for physically grounded tasks?,SayCan grounds LLMs via value functions of pretrained skills, allowing them to execute real-world, abstract, long-horizon commands on robots.,LLMs are not grounded in the physical world and they do not observe the consequences of their generations on any physical process [1]."
cb5e3f085caefd1f3d5e08637ab55d39e61234fc,3e85d208b1b927fdb69ecf8336c70995818aaebd,True,methodology,"Given Qπ(s, a) with action a and state s, value v(s) = maxaQπ(s, a) is found through optimization via the cross entropy method, similar to MT-Opt.,In our implementation, we train the individual skills either with image-based behavioral cloning, following the BC-Z method [13], or reinforcement learning, following MTOpt [14].,The RL models use an architecture similar to MT-Opt [14], with slight changes to support natural language inputs (see Fig.,In order to learn a language-conditioned RL policy, we utilize MT-Opt [14] in the Everyday Robots simulator using said simulation-to-real transfer.,To learn a language-conditioned RL policy, we use MT-Opt [14] in the Everyday Robots simulator using RetinaGAN sim-to-real transfer [16].,We use a network architecture similar to MT-Opt (shown in Fig."
cb5e3f085caefd1f3d5e08637ab55d39e61234fc,8095bdd5861d1dbe43b77997bc0dbc2fd51acb93,True,"background,methodology","In BC NL we feed the full instruction i into the policy – this approach is representative of standard RL or BC-based instruction following methods [13, 20, 21, 22].,A large number of prior works have learned language-conditioned behavior via imitation learning [51, 22, 20, 13, 26, 37] or reinforcement learning [52, 53, 49, 54, 55, 56, 21, 41].,One approach to grounding language models in interaction is by learning downstream networks with pre-trained LLM representations [38, 22, 21, 39, 40, 41, 42, 43].,Ideas such as combining robot planning and language [85], using language models as a pre-training mechanism for policies [44] and many other ways of combining language and interaction [21, 22, 38, 86] are exciting avenues for future research.,While prior works have studied how pre-trained language embeddings can improve generalization to new instructions [38, 22, 21] and to new low-level tasks [13], we extract much more substantial knowledge from LLMs by grounding them within the robot’s affordances.,Most of these prior works focus on following low-level instructions, such as for pick-and-place tasks and other robotic manipulation primitives [20, 22, 56, 21, 13, 26], though some methods address long-horizon, compound tasks in simulated domains [57, 58, 54]."
ada81a4de88a6ce474df2e2446ad11fea480616e,f27e8c4731c575bd5f5db4c93ad8588f684dcbd0,True,methodology,"In the scenario of strict mem-
ory requirements, we propose to leverage recently introduced techniques on linear attention (Choromanski et al. 2021b) combined with modern continuous associative memory (MCAM) models (Ramsauer et al. 2021).,This approach relaxes the MIP-search to sampling from the linearized softmax distribution via FAVOR+ (Choromanski et al. 2021a).,A naive computation of such an energy still requires explicitly keeping all the patterns (which is exactly what we want to avoid), but this can be bypassed by applying the linearization of that energy (which effectively is just the negated sum of the softmax kernel values) with the FAVOR+ mechanism used in linear-attention Transformers, called Performers (Choromanski et al. 2021b).,…(which is exactly what we want to avoid), but this can be bypassed by applying the linearization of that energy (which effectively is just the negated sum of the softmax kernel values) with the FAVOR+ mechanism used in linear-attention Transformers, called Performers (Choromanski et al. 2021b)."
ada81a4de88a6ce474df2e2446ad11fea480616e,69ee9b3a915951cc84b74599a3a2699a66d4004f,True,"methodology,background",", models similar to CLIPort [83, 84] for open vocabulary pick-and-place).,[84] (inspired by CLIPort [83] for open vocabulary pick-and-place).,…directions for data-driven learning in robotics, where the various modules within a robot system (e.g., planning (Ahn et al. 2022; Huang et al. 2022), perception (Shridhar, Manuelli, and Fox 2022)) can be replaced with zero-shot foundation models imbued with commonsense priors across domains.,The SM robot system uses a VLM (open-vocabulary object detection with ViLD [65]) to describe the objects in the scene, feeds that description as context to a LM as a multi-step planner [7, 6], that then takes as input a natural language instruction and generates the individual steps to be passed to a pretrained language-conditioned robot policy, for which we specifically use a CLIP-conditioned [83] No-Transport baseline from Zeng et al.,, via CLIPort [83]) to enable robots to parse and generate plans from free-form human instructions (in magenta)."
ada81a4de88a6ce474df2e2446ad11fea480616e,4f68e07c6c3173480053fd52391851d6f80d651b,True,background,"Despite these limitations, large pretrained foundation models [4] are likely to serve as a backbone for many intelligent systems of the future – SMs is a systems approach (i.,, BERT [1], GPT-3 [2], CLIP [3]) have enabled impressive capabilities [4]: from zero-shot image classification [3, 5], to high-level planning [6, 7].,There are many options of large pretrained “foundation” [4] models to choose from, but our experiments in the main paper use models that are publicly available, so that our systems can be made accessible to the community.,These modules can either contain (i) large pretrained (“foundation” [4]) models, or (ii) APIs that interface with external capabilities or databases (e.,Foundation models (Bommasani et al. 2021) (e.g., BERT, GPT-3, CLIP) have enabled impressive capabilities in recent years: from zero-shot image classification (Radford et al. 2021; Li et al. 2021a), to high-level planning (Huang et al. 2022; Ahn et al. 2022)."
7f6d5c8f0d1da29f1a0f9dc3d32288bf6da8cacb,cb5e3f085caefd1f3d5e08637ab55d39e61234fc,True,"background,methodology","LLMs have been showing incredible potential in areas besides robotics [1], [7], [15], [16].,An issue of grounding LLMs on robotic scenarios is that some of the suggestions generated by LLMs are not executable for a specific robot [1], [10], which stems from the fact that LLMs are pre-trained with extremely large opendomain corpora, while the robot is constrained by its physical capability and application scenarios, e.,This allows their integration with a robot to not only plan with respect to a robot’s built-in ability [27], [1] but also respond according to environmental feedback.,They use LLMs as a planner to autoregressively select actions that are appropriate with respect to the instruction according to application-based prompts [27], the semantic similarity between mapped pairs [10], or the contextual language score grounded on realistic robot affordances [1]."
7f6d5c8f0d1da29f1a0f9dc3d32288bf6da8cacb,ada81a4de88a6ce474df2e2446ad11fea480616e,True,"background,methodology","In this work, the LLM is applied for few-shot planning [16], [27], in which all the executable commands are defined together with several task examples as the initial “chat” history.,other various fields where domain knowledge is distinct and modular frameworks can be composed via language as the intermediate representation [18], [16], [27].,This allows their integration with a robot to not only plan with respect to a robot’s built-in ability [27], [1] but also respond according to environmental feedback.,They use LLMs as a planner to autoregressively select actions that are appropriate with respect to the instruction according to application-based prompts [27], the semantic similarity between mapped pairs [10], or the contextual language score grounded on realistic robot affordances [1]."
fdb03aa9c310fa61df0be724705fb6f4ab20d37e,acf0e19813341729c1b5190333f3d88e8d4f352f,True,"background,result,methodology","• MANNERS-DB [23], a recent dataset for assessing the appropriateness of robot actions in specific social contexts.,We use two HRI-related datasets: • MANNERS-DB [23], a recent dataset for assessing
the appropriateness of robot actions in specific social contexts.,We also observe lower performance on ‘Carry big objects’ and ‘Starting a conversation’, which are actions where social appropriateness is highly correlated with interagent distances [23].,• BNN-16CL4 [23], a Bayesian continual learning model trained on the MANNERS-DB dataset to predict social appropriateness of robot actions.,For each dataset, we show an illustrative images of tasks (reproduced from [23], [25], [26], respectively) and an example prompt.,The 2-Wasserstein metric captures how similar two distributions are; it measures how much probability mass has to be moved to transform q to p.
4We ran BNN-16CL using code provided by the authors at https:// github.com/jonastjoms/MANNERS-DB.,To produce a consistent score across the different datasets , we first binarized the targets; for MANNERS-DB, if a majority of annotators rated the appropriateness level of a robot action as ≥ 3 (neutral), we labelled it as socially acceptable (otherwise, it was labelled as not socially acceptable).,We use two HRI datasets: MANNERS-DB [23] and TrustTransfer [24], [25], and included SocialIQA [26], a general social reasoning benchmark for human interactions.,The error scores are RMSE, MAE, and error rate for MANNERS-DB, Trust-Transfer and SocialIQA, respectively.,obtained for ‘Vacuum cleaning’ and ‘Mopping the floor’, which are the two most intrusive actions in the dataset [23] and require an understanding of personal space.,T5 also achieves good scores on the MANNERS-DB and SocialIQA datasets but performs poorly on the Trust-Transfer datasets; we delve into the reasons for this subpar performance in later analysis.,We compared the LLMs to specialized published models created for each of the datasets: • BNN-16CL4 [23], a Bayesian continual learning model
trained on the MANNERS-DB dataset to predict social appropriateness of robot actions.,For both MANNERS-DB and SocialIQA, the labels are provided by third-party humans who are not actually part of the environment.,The CwM scores indicate that the LLMs achieve humanlevel consistency to the majority label on the MANNERS-DB and SocialIQA datasets.,Our reported numbers are different from [23] possibly due to a difference in the test dataset split.,Note that these two distribution-related measures could only be computed for MANNERS-DB (since Trust-Transfer and SocialIQA only contain one label per instance)."
326f6a8011e43322c433751b9cc31fd56564621c,f02577b75226e60440a506ca79f40d8adfb533f3,True,"background,methodology","When and how to adapt PVRs for downstream applications remains an open research question (Kumar et al., 2022; Wijmans et al., 2022; Kirichenko et al., 2022; Lee et al., 2022; Goyal et al., 2022).,For ImageNav and the Habitat 2.0 Mobile-Pick task, we use RL for 500M environment steps with DD-PPO (Wijmans et al., 2020) and VER (Wijmans et al., 2022).,When and how to adapt PVRs for downstream applications remains an open research question (Kumar et al., 2022; Wijmans et al., 2022; Kirichenko et al.,
2022; Lee et al., 2022; Goyal et al., 2022)."
326f6a8011e43322c433751b9cc31fd56564621c,979810ca765695a481c37126103b8ba256ee2192,True,"background,result,methodology","…on large quantities of egocentric-videos and web-images can substantially improve performance and learning efficiency for navigation (Khandelwal et al., 2022; Yadav et al., 2022b; 2023) and manipulation tasks (Parisi et al., 2022; Nair et al., 2022; Radosavovic et al., 2022; Ma et al., 2022).,, 2021) was pretrained on 400M image-text pairs from the web; MVP (Radosavovic et al., 2022) on 4.,Closely related, Radosavovic et al. (2022) demonstrate that MAE pre-training on internet-scale video and image data can produce effective visual representations for robotic manipulation tasks.,sists of videos showcasing people manipulating objects and are comparable to the datasets used in MVP (Radosavovic et al., 2022).,MAE is selected for these experiments due to the strong performance on CORTEXBENCH of the MVP (Radosavovic et al., 2022) models (Table 2), which use the MAE pre-training objective.,– MVP (Radosavovic et al., 2022).,These design choices follow prior work such as Radosavovic et al. (2022); Nair et al. (2022).,, 2022b; 2023) and manipulation tasks (Parisi et al., 2022; Nair et al., 2022; Radosavovic et al., 2022; Ma et al., 2022).,Inspired by the advancements in self-supervised learning, recent work has incorporated visual representation learning into the training pipelines for EAI agents (Parisi et al., 2022; Nair et al., 2022; Radosavovic et al., 2022; Ma et al., 2022; Khandelwal et al., 2022; Yadav et al., 2022b; 2023).,In EAI, Radosavovic et al. (2022) find that scaling model and data sizes improves downstream policy performances for robotic manipulation tasks.,In the context of EAI, Parisi et al. (2022) and Hansen et al. (2022b) show that naively fine-tuning PVRs with behavior cloning can reduce performance in simulation, and Radosavovic et al. (2022) observe minimal gains in real-world tasks manipulation tasks.,This subset con-
sists of videos showcasing people manipulating objects and are comparable to the datasets used in MVP (Radosavovic et al., 2022).,…significantly in the size and type of pre-training datasets: CLIP (Radford et al., 2021) was pretrained on 400M image-text pairs from the web; MVP (Radosavovic et al., 2022) on 4.5M frames from web-images and many egocentric-video datasets; R3M (Nair et al., 2022) on ∼5M frames from Ego4D –…,Nair et al. (2022); Radosavovic et al. (2022); Ma et al. (2022) introduce new methods for pretraining visual representations using egocentric video data, targeting robotic manipulation tasks."
326f6a8011e43322c433751b9cc31fd56564621c,3fbe2e8413df0207c26ff393c9aaa8488e3ca4c3,True,"background,methodology","…on large quantities of egocentric-videos and web-images can substantially improve performance and learning efficiency for navigation (Khandelwal et al., 2022; Yadav et al., 2022b; 2023) and manipulation tasks (Parisi et al., 2022; Nair et al., 2022; Radosavovic et al., 2022; Ma et al., 2022).,, 2022b; 2023) and manipulation tasks (Parisi et al., 2022; Nair et al., 2022; Radosavovic et al., 2022; Ma et al., 2022).,Inspired by the advancements in self-supervised learning, recent work has incorporated visual representation learning into the training pipelines for EAI agents (Parisi et al., 2022; Nair et al., 2022; Radosavovic et al., 2022; Ma et al., 2022; Khandelwal et al., 2022; Yadav et al., 2022b; 2023).,Nair et al. (2022); Radosavovic et al. (2022); Ma et al. (2022) introduce new methods for pretraining visual representations using egocentric video data, targeting robotic manipulation tasks.,– VIP (Ma et al., 2022)."
326f6a8011e43322c433751b9cc31fd56564621c,c9bdc9ad2c3cf3230ba9aac7b5783ab411f0d204,True,"background,methodology","…on large quantities of egocentric-videos and web-images can substantially improve performance and learning efficiency for navigation (Khandelwal et al., 2022; Yadav et al., 2022b; 2023) and manipulation tasks (Parisi et al., 2022; Nair et al., 2022; Radosavovic et al., 2022; Ma et al., 2022).,Best prior results sources (row 1): Adroit and MetaWorld approximated from (Nair et al., 2022), DMControl from (Parisi et al.,“MuJoCo Tasks” On the tasks from the Adroit, MetaWorld, and DMC suites we train policies using behavior cloning on a small number of expert demonstrations (100 for Adroit and DMC and 25 for MetaWorld), which follows Parisi et al. (2022); Nair et al. (2022).,– R3M (Nair et al., 2022) Time-Contrastive video-language alignment pre-training objective; Trains on 5M images from a subset of Ego4D; ResNet-50 backbone.,5M frames from web-images and many egocentric-video datasets; R3M (Nair et al., 2022) on ∼5M frames from Ego4D – yet, each performs best on some subset of tasks in CORTEXBENCH.,These design choices follow prior work such as Radosavovic et al. (2022); Nair et al. (2022).,, 2022b; 2023) and manipulation tasks (Parisi et al., 2022; Nair et al., 2022; Radosavovic et al., 2022; Ma et al., 2022).,Inspired by the advancements in self-supervised learning, recent work has incorporated visual representation learning into the training pipelines for EAI agents (Parisi et al., 2022; Nair et al., 2022; Radosavovic et al., 2022; Ma et al., 2022; Khandelwal et al., 2022; Yadav et al., 2022b; 2023).,We consider five tasks from MetaWorld: Assembly, Bin-Picking, Button-Press, Drawer-Open, and Hammer, which follows the evaluations performed in (Nair et al., 2022).,Nair et al. (2022); Radosavovic et al. (2022); Ma et al. (2022) introduce new methods for pretraining visual representations using egocentric video data, targeting robotic manipulation tasks.,…CLIP (Radford et al., 2021) was pretrained on 400M image-text pairs from the web; MVP (Radosavovic et al., 2022) on 4.5M frames from web-images and many egocentric-video datasets; R3M (Nair et al., 2022) on ∼5M frames from Ego4D – yet, each performs best on some subset of tasks in CORTEXBENCH."
326f6a8011e43322c433751b9cc31fd56564621c,826383e18568c9c37b5fc5dd7e2913352db22b47,True,"background,methodology","Similarly, Khandelwal et al. (2022); Yadav et al. (2022b; 2023) use pre-trained visual representations to improve performance on multiple visual navigation tasks.,Inspired by the advancements in self-supervised learning, recent work has incorporated visual representation learning into the training pipelines for EAI agents (Parisi et al., 2022; Nair et al., 2022; Radosavovic et al., 2022; Ma et al., 2022; Khandelwal et al., 2022; Yadav et al., 2022b; 2023).,1 Indeed, recent work has shown that PVRs trained on large quantities of egocentric-videos and web-images can substantially improve performance and learning efficiency for navigation (Khandelwal et al., 2022; Yadav et al., 2022b; 2023) and manipulation tasks (Parisi et al.,…PVRs trained on large quantities of egocentric-videos and web-images can substantially improve performance and learning efficiency for navigation (Khandelwal et al., 2022; Yadav et al., 2022b; 2023) and manipulation tasks (Parisi et al., 2022; Nair et al., 2022; Radosavovic et al., 2022; Ma et…"
2ebd5df74980a37370b0bcdf16deff958289c041,390c71025beb7e7613640ecd331fa9a1179ca568,True,"methodology,background","For conditional generative modeling of behavior, language goals [Du et al. 2023b], image goals [Brohan et al. 2022], returns [Lee et al. 2022], environment constraints [Ajay et al. 2022], and expert demonstrations [Reed et al. 2022] have all been explored as s conditioning factor for finetuning or…,UniPi [Du et al. 2023b] directly learns to predict robotic videos and trains a separate inverse model to infer actions from generated videos.,Finally, one can use image frames as a universal interface to represent state action spaces, and use videos to represent policies [Du et al. 2023b].,Instead of using text as states and actions, one can also use text descriptions to specify tasks (rewards) [Ahn et al. 2022; Huang et al. 2022a; Brohan et al. 2022; Du et al. 2023b], avoiding the difficulties around reward shaping.,When agent observations consist of both images and text descriptions, vision-language captioning models can further enrich agent
14
observations with language descriptions [Tam et al. 2022; Du et al. 2023a; Driess et al. 2023].,Going beyond low dimensional state action spaces, [Du et al. 2023b] also show that diffusion models of long-term futures can also be applied to high-dimensional video data 𝜏 , using 𝑧 (𝜏) as text descriptions, effectively improving decision making with large-pretrained text-video foundation…,observations with language descriptions [Tam et al. 2022; Du et al. 2023a; Driess et al. 2023]."
2ebd5df74980a37370b0bcdf16deff958289c041,da2fe6cd385194b0274d04d04ee72e8caf3854d4,True,"methodology,background","For conditional generative modeling of behavior, language goals [Du et al. 2023b], image goals [Brohan et al. 2022], returns [Lee et al. 2022], environment constraints [Ajay et al. 2022], and expert demonstrations [Reed et al. 2022] have all been explored as s conditioning factor for finetuning or…,UniPi [Du et al. 2023b] directly learns to predict robotic videos and trains a separate inverse model to infer actions from generated videos.,long-term future (UniPi [Du et al. 2023b]) generally require data with good coverage.,Finally, one can use image frames as a universal interface to represent state action spaces, and use videos to represent policies [Du et al. 2023b].,Instead of using text as states and actions, one can also use text descriptions to specify tasks (rewards) [Ahn et al. 2022; Huang et al. 2022a; Brohan et al. 2022; Du et al. 2023b], avoiding the difficulties around reward shaping.,When agent observations consist of both images and text descriptions, vision-language captioning models can further enrich agent
14
observations with language descriptions [Tam et al. 2022; Du et al. 2023a; Driess et al. 2023].,Going beyond low dimensional state action spaces, [Du et al. 2023b] also show that diffusion models of long-term futures can also be applied to high-dimensional video data τ , using z (τ) as text descriptions, effectively improving decision making with large-pretrained text-video foundation models.,Going beyond low dimensional state action spaces, [Du et al. 2023b] also show that diffusion models of long-term futures can also be applied to high-dimensional video data 𝜏 , using 𝑧 (𝜏) as text descriptions, effectively improving decision making with large-pretrained text-video foundation…,For conditional generative modeling of behavior, language goals [Du et al. 2023b], image goals [Brohan et al."
2ebd5df74980a37370b0bcdf16deff958289c041,fd1cf28a2b8caf2fe29af5e7fa9191cecfedf84d,True,"methodology,background","For conditional generative modeling of behavior, language goals [Du et al. 2023b], image goals [Brohan et al. 2022], returns [Lee et al. 2022], environment constraints [Ajay et al. 2022], and expert demonstrations [Reed et al. 2022] have all been explored as s conditioning factor for finetuning or…,Conversely, in the sequential decision making communities, researchers inspired by the success of large scale vision and language models have begun to curate ever-larger datasets for learning multimodel, multitask, and generalist interactive agents [Agarwal et al. 2020b; Szot et al. 2021; Fan et al. 2022; Brohan et al. 2022; Reed et al. 2022; Lee et al. 2022].,2023b], image goals [Brohan et al. 2022], returns [Lee et al.,Instead of using text as states and actions, one can also use text descriptions to specify tasks (rewards) [Ahn et al. 2022; Huang et al. 2022a; Brohan et al. 2022; Du et al. 2023b], avoiding the difficulties around reward shaping.,Such dependence is less common in Markovian environments, but has shown empirical benefits [Brohan et al. 2022].,2022], over 700 real-world robot tasks [Brohan et al. 2022], and over 600 distinct tasks with varying modalities, observations and action specifications [Reed et al.,…of diverse behaviors have been developed for simulated tasks [Shafiullah et al. 2022], over 40 Atari games [Lee et al. 2022], over 700 real-world robot tasks [Brohan et al. 2022], and over 600 distinct tasks with varying modalities, observations and action specifications [Reed et al. 2022].,2022a], control [Brohan et al. 2022], search [Strohman et al.,• RT-1 [Brohan et al. 2022] Robotics Transformer for Real-World Control at Scale (to be released).,…inspired by the success of large scale vision and language models have begun to curate ever-larger datasets for learning multimodel, multitask, and generalist interactive agents [Agarwal et al. 2020b; Szot et al. 2021; Fan et al. 2022; Brohan et al. 2022; Reed et al. 2022; Lee et al. 2022].,As suchmodels continue to be applied tomore complex problems that involve long-term reasoning [Wei et al. 2022a], control [Brohan et al. 2022], search [Strohman et al. 2005], and planning [Huang et al. 2022b], or are deployed in applications such as dialogue, autonomous driving, healthcare, and…,An important special case of plug-and-play foundation models is to use text commands or visual inputs as task specifiers to learn more robust, general, and multi-task policies[Ahn et al. 2022; Huang et al. 2022a; Brohan et al. 2022; Liu et al. 2022a]."
2ebd5df74980a37370b0bcdf16deff958289c041,f3cf71c51b882fe3111d71c4bf104297d38197f8,True,"methodology,background","Instead of using text as states and actions, one can also use text descriptions to specify tasks (rewards) [Ahn et al. 2022; Huang et al. 2022a; Brohan et al. 2022; Du et al. 2023b], avoiding the difficulties around reward shaping.,…pick up the cup”), pretrained language models can be used to generate higher-level plans for longer-horizon tasks, with the hope that language based descriptions of actions generalize better than low-level motor controls [Huang et al. 2022a; Ahn et al. 2022; Wang et al. 2023; Driess et al. 2023].,Second, pretrained language models (equipped with prompting methods such as chain-of-thought) can decompose high-level tasks into lower-level instructions that are easier to execute [Ahn et al. 2022; Huang et al. 2022a; Jiang et al. 2022; Team et al. 2021].,…tasks [Lynch and Sermanet 2020; Hill et al. 2020; Hao et al. 2020; Majumdar et al. 2020; Nair et al. 2022; Jang et al. 2022a; Ahn et al. 2022; Huang et al. 2022a; Khandelwal et al. 2022; Shridhar et al. 2022; Guhur et al. 2022; Shah et al. 2022], which has been a key challenge in robotics…,Visionlanguage models such as CLIP and PaLI [Chen et al. 2022a] are further able to provide task feedback and reward information by aligning image and language modalities in the agent’s observation and goal space [Huang et al. 2022a; Mahmoudieh et al. 2022; Fan et al. 2022].,…complex problems that involve long-term reasoning [Wei et al. 2022a], control [Brohan et al. 2022], search [Strohman et al. 2005], and planning [Huang et al. 2022b], or are deployed in applications such as dialogue, autonomous driving, healthcare, and robotics, they are expected to interface…,An important special case of plug-and-play foundation models is to use text commands or visual inputs as task specifiers to learn more robust, general, and multi-task policies[Ahn et al. 2022; Huang et al. 2022a; Brohan et al. 2022; Liu et al. 2022a]."
2ebd5df74980a37370b0bcdf16deff958289c041,01d4cc6e7c89f42ad1fc27b57439c9b6c2797fb8,True,methodology,"Similarly, the autoregressive sequence modeling objective from Equation 11 can also be instantiated to model behavioral priors [Shafiullah et al. 2022], resulting in a policy that can depend on the history of interaction π (at |st , τ<t ).,Similarly, the autoregressive sequence modeling objective from Equation 11 can also be instantiated to model behavioral priors [Shafiullah et al. 2022], resulting in a policy that can depend on the history of interaction 𝜋 (𝑎𝑡 |𝑠𝑡 , 𝜏<𝑡 ).,Inspired by the scaling success of transformers, generalist agents modeling sequences of diverse behaviors have been developed for simulated tasks [Shafiullah et al. 2022], over 40 Atari games [Lee et al. 2022], over 700 real-world robot tasks [Brohan et al. 2022], and over 600 distinct tasks with…,Inspired by the scaling success of transformers, generalist agents modeling sequences of diverse behaviors have been developed for simulated tasks [Shafiullah et al. 2022], over 40 Atari games [Lee et al."
2ebd5df74980a37370b0bcdf16deff958289c041,5922f437512158970c417f4413bface021df5f78,True,background,"2022], and expert demonstrations [Reed et al. 2022] have all been explored as s conditioning factor for finetuning or prompting schemes, so that the models can be “controlled”.,Conversely, in the sequential decision making communities, researchers inspired by the success of large scale vision and language models have begun to curate ever-larger datasets for learning multimodel, multitask, and generalist interactive agents [Agarwal et al. 2020b; Szot et al. 2021; Fan et al. 2022; Brohan et al. 2022; Reed et al. 2022; Lee et al. 2022].,…of diverse behaviors have been developed for simulated tasks [Shafiullah et al. 2022], over 40 Atari games [Lee et al. 2022], over 700 real-world robot tasks [Brohan et al. 2022], and over 600 distinct tasks with varying modalities, observations and action specifications [Reed et al. 2022].,…goals [Du et al. 2023b], image goals [Brohan et al. 2022], returns [Lee et al. 2022], environment constraints [Ajay et al. 2022], and expert demonstrations [Reed et al. 2022] have all been explored as s conditioning factor for finetuning or prompting schemes, so that the models can be “controlled”.,Meanwhile, decision making datasets can be made more broad and general (DRL → D) by combining a wide range of tasks-specific datasets (e.g., Gato).,For instance, Gato [Reed et al. 2022] approaches this issue with universal tokenization, so that data with and without actions can be jointly trained using large sequence models.,…inspired by the success of large scale vision and language models have begun to curate ever-larger datasets for learning multimodel, multitask, and generalist interactive agents [Agarwal et al. 2020b; Szot et al. 2021; Fan et al. 2022; Brohan et al. 2022; Reed et al. 2022; Lee et al. 2022].,2022], and over 600 distinct tasks with varying modalities, observations and action specifications [Reed et al. 2022]."
